date,equity
2024-08-01,1.0
2024-08-02,1.0
2024-08-05,1.0
2024-08-06,1.0
2024-08-07,1.0
2024-08-08,1.0
2024-08-09,1.0
2024-08-12,1.0
2024-08-13,1.0
2024-08-14,1.0
2024-08-15,1.0
2024-08-16,1.0
2024-08-19,1.0
2024-08-20,1.0
2024-08-21,1.0
2024-08-22,1.0
2024-08-23,1.0
2024-08-26,1.0
2024-08-27,1.0
2024-08-28,1.0
2024-08-29,1.0
2024-08-30,1.0
2024-09-02,0.9938362591663177
2024-09-03,0.9927102428504673
2024-09-04,1.0000950865012188
2024-09-05,1.0018866085999047
2024-09-06,0.9999717478972288
2024-09-09,0.9954797782706337
2024-09-10,0.9917159026815308
2024-09-11,1.0074977740899438
2024-09-12,1.012646568887973
2024-09-13,1.012850817755324
2024-09-16,1.0157832215928242
2024-09-17,1.0220322924954748
2024-09-18,1.0339727724126235
2024-09-19,1.032418608255614
2024-09-20,1.0295726950157629
2024-09-23,1.0459652588658686
2024-09-24,1.04711314898872
2024-09-25,1.0476612308215942
2024-09-26,1.0472753546064508
2024-09-27,1.0474148274609414
2024-09-30,1.0589576108165066
2024-10-01,1.0606540604654542
2024-10-02,1.0577525653897777
2024-10-03,1.0536698803901132
2024-10-04,1.0477855393515323
2024-10-07,1.0435697800314108
2024-10-08,1.04804929828544
2024-10-09,1.046935616032407
2024-10-10,1.0501364458312894
2024-10-11,1.0588666771856627
2024-10-14,1.058334426800835
2024-10-15,1.0507564074692115
2024-10-16,1.046428195555457
2024-10-17,1.0327226852230331
2024-10-18,1.0280890900627104
2024-10-21,1.0338464780314742
2024-10-22,1.0381248768593552
2024-10-23,1.036935124681753
2024-10-24,1.0413771067324153
2024-10-25,1.0410013228823256
2024-10-28,1.0294125181919906
2024-10-29,1.0317281801860296
2024-10-30,1.0287112530747757
2024-10-31,1.043857964480036
2024-11-01,1.042764000325626
2024-11-04,1.0473936096290044
2024-11-05,1.0444566768466756
2024-11-06,1.0477121379605427
2024-11-07,1.043122933676334
2024-11-08,1.04158284794754
2024-11-11,1.0556404587779498
2024-11-12,1.0610875506582806
2024-11-13,1.0576203976991252
2024-11-14,1.0597637934264192
2024-11-15,1.0536214743396628
2024-11-18,1.0482184662743048
2024-11-19,1.0426803239585762
2024-11-20,1.0471549546099033
2024-11-21,1.0455662691765684
2024-11-22,1.0534091457635137
2024-11-25,1.059084640293103
2024-11-26,1.0565735359698682
2024-11-27,1.060895102677636
2024-11-28,1.0581949476733157
2024-11-29,1.0521950913555762
2024-12-02,1.0527440432518402
2024-12-03,1.0509169300397136
2024-12-04,1.0533946104076852
2024-12-05,1.0452249303566092
2024-12-06,1.0444189341017796
2024-12-09,1.04316032978384
2024-12-10,1.0386934280596805
2024-12-11,1.0350479577570353
2024-12-12,1.038687869365313
2024-12-13,1.0473390465241157
2024-12-16,1.0498957567043623
2024-12-17,1.0579967572073206
2024-12-18,1.0568830340534754
2024-12-19,1.0547655012978059
2024-12-20,1.0540354607676283
2024-12-23,1.0555889465572634
2024-12-24,1.0588273075444012
2024-12-25,1.0591259933449289
2024-12-26,1.0608711381264686
2024-12-27,1.0603590404443017
2024-12-30,1.0591997573339529
2024-12-31,1.0571755316098945
2025-01-01,1.04944601281019
2025-01-02,1.0466799839851728
2025-01-03,1.0517218366107413
2025-01-06,1.046297540537204
2025-01-07,1.0466141606886095
2025-01-08,1.042735735137007
2025-01-09,1.0360912965354172
2025-01-10,1.038281492296893
2025-01-13,1.0428895228674717
2025-01-14,1.0383828861650368
2025-01-15,1.0414918402989046
2025-01-16,1.032557264129992
2025-01-17,1.0365048188917758
2025-01-20,1.0279808173378788
2025-01-21,1.0202364599533935
2025-01-22,1.0245847953359055
2025-01-23,1.0309061723609505
2025-01-24,1.0379642281475707
2025-01-27,1.0293958166260346
2025-01-28,1.025795566830125
2025-01-29,1.02804612177702
2025-01-30,1.0188772455286548
2025-01-31,1.0258538997720352
2025-02-03,1.028814757913875
2025-02-04,1.0275181662379775
2025-02-05,1.0271742758275504
2025-02-06,1.0273039527885686
2025-02-07,1.0352939769856566
2025-02-10,1.0282058432316452
2025-02-11,1.0275464642632128
2025-02-12,1.0214053168577537
2025-02-13,1.0225887631837671
2025-02-14,1.0169009170778207
2025-02-17,1.0255768813875652
2025-02-18,1.0274333325908298
2025-02-19,1.028597656385462
2025-02-20,1.0304540693953692
2025-02-21,1.0309022616979018
2025-02-24,1.0320094405768498
2025-02-25,1.041965961486023
2025-02-26,1.0339832893607321
2025-02-27,1.0286188486358239
2025-02-28,1.0253106632821012
2025-03-03,1.017939127583721
2025-03-04,1.0085524613457104
2025-03-05,1.0068426805144308
2025-03-06,1.0114245844551235
2025-03-07,1.0108565161998262
2025-03-10,1.006786021143899
2025-03-11,1.0152816674238703
2025-03-12,1.006486774472903
2025-03-13,1.0115179647447619
2025-03-14,1.0137218850358056
2025-03-17,1.0139093772580536
2025-03-18,1.015381983555669
2025-03-19,1.00602569963704
2025-03-20,1.0096134071446912
2025-03-21,1.0088672668906737
2025-03-24,1.0001563214359144
2025-03-25,0.9988079432920024
2025-03-26,1.0096153178904868
2025-03-27,1.0074985373014218
2025-03-28,1.004741344035928
2025-03-31,1.0081771053852093
2025-04-01,1.0060577242836115
2025-04-02,0.9986783862699588
2025-04-03,0.9995906595336619
2025-04-04,1.0045899018025586
2025-04-07,1.0043452886394535
2025-04-08,1.0014392720815586
2025-04-09,1.0052471617110212
2025-04-10,1.014130104533348
2025-04-11,1.004942371832185
2025-04-14,1.0042213892699126
2025-04-15,1.0071280104451292
2025-04-16,1.0021243492847343
2025-04-17,1.012038545299337
2025-04-18,1.0218878558544287
2025-04-21,1.018934942108624
2025-04-22,1.0082741425016113
2025-04-23,1.0171889249980322
2025-04-24,1.0109074695586024
2025-04-25,1.0192523946289063
2025-04-28,1.0231332792138494
2025-04-29,1.0162763421905794
2025-04-30,1.013860586765627
2025-05-01,1.0052261117835477
2025-05-02,1.0131318630268271
2025-05-05,1.007841005295853
2025-05-06,1.0134298083892361
2025-05-07,1.0150924741075509
2025-05-08,1.027095505839445
2025-05-09,1.0299693845315767
2025-05-12,1.037409251798876
2025-05-13,1.029385352256955
2025-05-14,1.0238428433113107
2025-05-15,1.022041762249275
2025-05-16,1.0221815899469961
2025-05-19,1.0206979250556762
2025-05-20,1.0208234011599908
2025-05-21,1.0168389978619823
2025-05-22,1.0180390422971346
2025-05-23,1.0248222001653713
2025-05-26,1.018303452902886
2025-05-27,1.0192163405290997
2025-05-28,1.0229300653313442
2025-05-29,1.0287746899234835
2025-05-30,1.0373567302321072
2025-06-02,1.048316188130917
2025-06-03,1.0500185594863118
2025-06-04,1.0593022797447107
2025-06-05,1.0708138273347223
2025-06-06,1.0686399596696017
2025-06-09,1.0708085288114568
2025-06-10,1.0724839697670763
2025-06-11,1.069565725060111
2025-06-12,1.0585231926045824
2025-06-13,1.0625743535302865
2025-06-16,1.057504121474898
2025-06-17,1.0537953822064983
2025-06-18,1.0515832286449982
2025-06-19,1.0543441674438199
2025-06-20,1.0619862265179574
2025-06-23,1.0421630837575915
2025-06-24,1.0371276185551324
2025-06-25,1.0343634881255737
2025-06-26,1.0350332478148356
2025-06-27,1.0381602348541132
2025-06-30,1.042317087734013
2025-07-01,1.0419603512927393
2025-07-02,1.0387622047816705
2025-07-03,1.037133865286218
2025-07-04,1.0292395539330352
2025-07-07,1.0378414985370537
2025-07-08,1.0248785772399494
2025-07-09,1.0288274197185912
2025-07-10,1.0235510445980331
2025-07-11,1.0344254039547813
2025-07-14,1.0355703403328904
2025-07-15,1.02160466152552
2025-07-16,1.0065388354603115
2025-07-17,0.9996958377743259
2025-07-18,0.9948961600646617
2025-07-21,1.0000568774398828
2025-07-22,0.997488440502095
2025-07-23,0.9931086725441549
2025-07-24,0.9928214176078959
2025-07-25,0.9972357963061127
2025-07-28,0.9982614474893351
2025-07-29,0.9971864928158827
2025-07-30,0.9954582474608301
2025-07-31,0.9900962617673472
2025-08-01,0.98028212272582
2025-08-04,0.9796944997521033
2025-08-05,0.9778409992536612
2025-08-06,0.9785991324068822
2025-08-07,0.9768666571902819
2025-08-08,0.9742025322284842
2025-08-11,0.9683591837856245
2025-08-12,0.972981092390581
2025-08-13,0.9715186474281756
2025-08-14,0.9743443873439565
2025-08-15,0.9775017780556082
2025-08-18,0.9682494059137167
2025-08-19,0.970564152764084
2025-08-20,0.9641818619480902
2025-08-21,0.9714779153974055
2025-08-22,0.9742912047006128
2025-08-25,0.9778767688709677
2025-08-26,0.9734370815374354
2025-08-27,0.9767505581267258
2025-08-28,0.9735208772289418
2025-08-29,0.9727968380085353
2025-09-01,0.9737676581848128
2025-09-02,0.9830530202138901
2025-09-03,0.9685113891141389
2025-09-04,0.9530737153718711
2025-09-05,0.968021879020675
2025-09-08,0.966761786003559
2025-09-09,0.9809625491360288
2025-09-10,0.9826612623580055
2025-09-11,0.9810423571458865
2025-09-12,0.9897395751680474
2025-09-15,0.9902561556807196
2025-09-16,0.9951331319327932
2025-09-17,0.9931690071280821
2025-09-18,0.993677356713838
2025-09-19,0.9937389717450641
2025-09-22,0.9950118969452098
2025-09-23,0.9896237410825405
2025-09-24,0.9870644535974623
2025-09-25,0.9885939877347153
2025-09-26,0.9897935922483876
2025-09-29,0.9761315243744076
2025-09-30,0.9842156962464289
2025-10-01,0.9889750021466531
2025-10-02,0.9919796838710743
2025-10-03,0.9867090813979231
2025-10-06,0.9899162676252816
2025-10-07,0.9846915189737838
2025-10-08,0.980717342003803
2025-10-09,0.9783584886298053
2025-10-10,0.9741718120629279
2025-10-13,0.9811446367397684
2025-10-14,0.9858579873483241
2025-10-15,0.9813224679540672
2025-10-16,0.9787532235220775
2025-10-17,0.9826618118833584
2025-10-20,0.9798554442961536
2025-10-21,0.9785909332927373
2025-10-22,0.9817137693539995
2025-10-23,0.9761621817258973
2025-10-24,0.9715296362518695
2025-10-27,0.9732158912341085
2025-10-28,0.9650560598464585
2025-10-29,0.9714464987305387
2025-10-30,0.9753043604294183
2025-10-31,0.9734759998562734
2025-11-03,0.9755151504758621
2025-11-04,0.9727428235464344
2025-11-05,0.9672152338499723
2025-11-06,0.9683335440165296
2025-11-07,0.9687975080654174
2025-11-10,0.9730775508805362
2025-11-11,0.9674614137654585
2025-11-12,0.9685938464983327
2025-11-13,0.9696176241908246
2025-11-14,0.9868958172990878
2025-11-17,0.9784848602342122
2025-11-18,0.9734923494612873
2025-11-19,0.9733261095956467
2025-11-20,0.9709992577089428
2025-11-21,0.9716489468937405
2025-11-24,0.9703869727994962
2025-11-25,0.979527321748137
